id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
2036114,Ericeira Portugal Beach apartment,3327663,Rui,Mafra,Ericeira,38.96751,-9.41831,Entire home/apt,77,4,6,2021-11-19,0.07,22,324,4,5295/AL
2036679,Adamastor25.lisbon apartment,10450731,Inês,Lisboa,Misericrdia,38.7109,-9.14876,Entire home/apt,70,3,124,2021-10-30,1.32,1,332,8,36449/Al.
2041499,Alfama Best Location Apartment,5809174,Carlota,Lisboa,So Vicente,38.71448,-9.13079,Entire home/apt,65,3,275,2020-09-13,2.89,5,362,0,21921/AL
2047986,Total rest and relaxation,247755,Mafalda,Cascais,Alcabideche,38.723255,-9.414909,Entire home/apt,85,4,30,2021-08-26,0.33,1,314,4,
2054391,Vila Santana-BELLE ÉTAGE-Dreamviews,5562989,Emanuel & Michaela,Lisboa,Arroios,38.71634,-9.13837,Entire home/apt,119,3,48,2021-10-13,0.51,5,341,2,
2054583,Vila Santana-JUNIORSUITE-Dreamviews,5562989,Emanuel & Michaela,Lisboa,Arroios,38.71641,-9.13949,Entire home/apt,89,3,21,2019-11-11,0.22,5,359,0,
2055113,Apartment in the center of Cascais,10525304,Anne Marie,Cascais,Cascais e Estoril,38.69676,-9.42364,Entire home/apt,45,3,123,2021-11-08,1.27,1,256,9,IE 511825
2066189,Esperança AP - 2 Bedroom,10569109,Esperança,Lisboa,Estrela,38.70907,-9.15658,Entire home/apt,80,1,264,2019-12-27,2.86,1,283,0,29434/AL
2075134,Ericeira Portugal holidays Mar 04,3327663,Rui,Mafra,Ericeira,38.96806,-9.41881,Entire home/apt,65,3,1,2019-08-11,0.04,22,363,0,8649/AL
2076439,Beach apartment above the ocean,3327663,Rui,Mafra,Ericeira,38.9672,-9.41897,Entire home/apt,80,5,38,2021-10-29,0.50,22,293,12,8649/AL
2083162,LoveLisbonApartments DUPLEX ALFAMA-DOWNTOWN,9816110,Sueko & Mafalda,Lisboa,Santa Maria Maior,38.71156,-9.12852,Entire home/apt,44,1,386,2021-11-22,3.99,6,347,31,37179/AL
2085186,Roma,8104036,Ana,Lisboa,Alvalade,38.75001,-9.14253,Entire home/apt,45,7,0,,,2,328,0,
2091088,Casa da Luz da Samarra naturnahes Ferienhaus,10671969,(Elke &) Dieter,Sintra,So Joo das Lampas e Terrugem,38.8985,-9.43066,Entire home/apt,90,7,21,2021-11-05,0.27,1,365,13,
2091279,"LISBON LIBERTY APARTMENT ""CARDAL""",137249213,Sergio Raul,Lisboa,Santo Antnio,38.72063,-9.1442,Entire home/apt,43,1,52,2021-11-05,0.68,4,252,4,84631/AL
2099603,"LV Premier Chiado CH1- Balcony, Central, Elevator",181902,Jose Luz,Lisboa,Santa Maria Maior,38.71161,-9.13974,Entire home/apt,155,1,135,2021-11-06,1.44,18,318,5,8941/AL
2100712,Wallis Guest House-Room with 4beds,4827358,Wallis,Lisboa,Campo de Ourique,38.71937,-9.15697,Private room,35,1,12,2021-11-21,0.12,13,363,5,
2100895,Wallis Apartments - 2ºA,4827358,Wallis,Lisboa,Misericrdia,38.70833,-9.14747,Entire home/apt,60,1,28,2019-09-15,0.31,13,284,0,
2108583,Flat with pool/bbq/garden,9884550,Mário And Maria,Mafra,Ericeira,38.95196,-9.41068,Entire home/apt,21,4,120,2020-09-23,1.29,2,34,0,84662/AL
2111639,"LV Premier Chiado CH2- Balcony, Spacious, Elevator",181902,Jose Luz,Lisboa,Santa Maria Maior,38.71161,-9.13974,Entire home/apt,171,1,123,2021-11-22,1.33,18,274,17,8597/AL
2113414,Mouraria-Experience Medieval Lisbon,10775238,Sandra,Lisboa,Santa Maria Maior,38.71399,-9.13485,Entire home/apt,50,4,160,2019-01-01,1.70,1,342,0,9776/AL
2117061,Rossio Square Boutique Apartment 1,989393,Sandra And Gonçalo,Lisboa,Santa Maria Maior,38.71529,-9.14044,Entire home/apt,39,3,352,2020-03-12,3.67,2,194,0,28802/AL
2122566,Lisbon best view apartment ALFAMA D,10823980,Maria,Lisboa,So Vicente,38.71934,-9.12068,Entire home/apt,60,2,166,2019-08-29,1.75,1,191,0,
2122976,Central Chiado 1E up to 17 guests by Central Hill,2681397,Central Hill Apartments,Lisboa,Misericrdia,38.71024,-9.14533,Entire home/apt,219,1,216,2021-11-22,2.25,30,342,11,4039/AL
2132859,Xeia de Grassa (full of grace),10882916,José,Lisboa,So Vicente,38.71533,-9.13172,Entire home/apt,100,3,77,2020-01-02,0.83,1,161,0,
2135632,Elegant 2BD in Chiado/Bairro Alto,10898372,Teresa,Lisboa,Misericrdia,38.71034,-9.14385,Entire home/apt,90,2,64,2021-11-13,0.71,1,263,2,25424/AL
2140785,"Alfama apartment, fantastic roof terrace views!",10690077,Pedro,Lisboa,Santa Maria Maior,38.71272,-9.12847,Entire home/apt,70,3,124,2021-11-25,1.56,1,335,15,86179/AL
2149543,Sintra Historic Village Center,1374100,Hikari,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.79732,-9.39245,Entire home/apt,95,2,2,2014-09-07,0.02,1,0,0,
2162487,CASA LISBOETA COM JARDIM,417220,Pietro,Lisboa,So Vicente,38.71962,-9.1214,Entire home/apt,45,2,51,2021-11-12,0.63,1,284,1,49819/AL
2167380,Vila Santana-PENTHOUSE-Dreamviews,5562989,Emanuel & Michaela,Lisboa,Arroios,38.71659,-9.13769,Entire home/apt,139,3,24,2021-11-16,0.27,5,356,3,4722/AL
2168179,Santana 21-Romantic Townhouse,5562989,Emanuel & Michaela,Lisboa,Arroios,38.71626,-9.13747,Entire home/apt,75,5,5,2019-11-10,0.05,5,361,0,
2171663,Charming  bedroom & swimming pool,7998210,Beatriz,Cascais,Cascais e Estoril,38.69605,-9.42635,Private room,75,3,59,2021-09-18,0.65,1,365,3,
2172693,"LV Premier Chiado CH3- Views, central, AC, lift",181902,Jose Luz,Lisboa,Santa Maria Maior,38.71161,-9.13974,Entire home/apt,158,1,78,2021-11-28,0.84,18,280,8,8601/AL
2172762,"LV Premier Chiado CH4- Spacious, Central, Elevator",181902,Jose Luz,Lisboa,Santa Maria Maior,38.71161,-9.13974,Entire home/apt,148,1,89,2021-11-01,0.96,18,306,5,8938/AL
2179372,Bairro Alto w/ Balcony and View,10774139,Maria,Lisboa,Misericrdia,38.71513,-9.14708,Entire home/apt,87,2,274,2021-11-24,2.95,3,187,19,1156/AL
2185437,Lovely house in Sintra,11144424,Cláudia,Sintra,Colares,38.79348,-9.46332,Entire home/apt,57,2,248,2021-11-06,2.72,1,224,12,
2187115,Two steps from Carcavelos beach,8649105,Catarina,Cascais,Carcavelos e Parede,38.68061,-9.32983,Entire home/apt,50,7,47,2021-10-28,0.50,1,162,11,45640/AL
2188059,Quinta de São José  Charm  and comfort near Lisbon,11157201,Ines,Sobral De Monte Agrao,Santo Quintino,39.03178,-9.12603,Private room,345,2,1,2019-07-21,0.03,3,253,0,
2196683,"River View, Very central,  "" TRAVELLER'S NEST """,727771,Susana,Lisboa,Santa Maria Maior,38.71202,-9.12987,Entire home/apt,65,4,293,2021-12-01,3.10,9,275,26,85124/AL
2198042,Sé-Cathedral: no centro histórico,11212187,Tiago,Lisboa,Santa Maria Maior,38.70918,-9.13252,Entire home/apt,70,3,78,2020-08-12,0.88,1,295,0,17/AL
2203375,Stylish Lisbon Apartment in Alfama,5691663,"Alexandra, Pedro",Lisboa,Santa Maria Maior,38.71144,-9.12818,Entire home/apt,64,2,217,2021-11-21,2.28,65,342,8,12208/AL
2203498,Best view of Lisbon 1,4189583,Cheese & Wine,Lisboa,So Vicente,38.71956,-9.1319,Entire home/apt,109,1,397,2021-12-06,4.21,10,346,34,4295/AL
2212624,Cascais Farmer’s Market town Apartment,5175791,Gabriella,Cascais,Cascais e Estoril,38.70335,-9.42461,Entire home/apt,110,4,34,2021-02-15,0.38,3,214,2,26063/AL
2214778,Space and tradition in Lisbon,1392270,Ricardo And Katy,Lisboa,Estrela,38.70882,-9.15407,Entire home/apt,85,2,136,2021-11-23,1.44,1,39,8,61339/AL
2216498,Castle Hill Central Historic Lisbon,11306369,João,Lisboa,Santa Maria Maior,38.71202,-9.1354,Entire home/apt,76,3,187,2021-11-01,2.01,1,320,12,
2220601,Casa da Tomadia beautiful&quiet cottage in Sintra,11328528,Maria Jose,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.82149,-9.40843,Entire home/apt,61,4,60,2021-09-20,0.66,1,218,2,86320 AL
2226934,Apartment with garden in a villa,11364286,Paulo,Lisboa,Alvalade,38.7507,-9.13511,Entire home/apt,56,3,78,2021-09-30,0.89,1,176,12,19838/AL
2236247,B&B @ Typical Pátio @ ALFAMA,8792018,David,Lisboa,Santa Maria Maior,38.71272,-9.12867,Private room,28,2,242,2021-11-23,2.55,1,335,12,
2239346,GreatStay Fanqueiros Guest House 3 Room 203,862470,Great Stay,Lisboa,Santa Maria Maior,38.71135,-9.13616,Private room,34,1,95,2020-03-16,1.05,12,0,0,22927/AL
2249016,Simple Apartment in Condominum.,7437860,Gerard,Cascais,Alcabideche,38.73453,-9.37087,Entire home/apt,130,3,3,2018-08-25,0.06,1,343,0,
2251675,Alfama - Beco do Belo Studio,867993,Filipe,Lisboa,Santa Maria Maior,38.7117,-9.12667,Entire home/apt,48,3,435,2021-12-05,4.60,1,318,26,579/AL
2252415,Casa do Candeeiro - Cozy apartment,6815713,Susana,Lisboa,Santa Maria Maior,38.71293,-9.13047,Entire home/apt,47,2,131,2021-11-05,1.41,2,268,10,2042/AL
2283411,Parede-Cascais Bay View Duplex,11662712,Denise And José,Cascais,Carcavelos e Parede,38.69191,-9.35367,Entire home/apt,95,3,25,2021-10-25,0.27,1,1,5,61833/AL
2307288,Studio in the heart of Alfama,9985968,Benjamin,Lisboa,Santa Maria Maior,38.71295,-9.13014,Entire home/apt,38,2,267,2021-11-07,2.88,2,221,2,18428/AL
2307863,CharmingLoft Lisbon Avenida - Large & Stylish Apt,11786589,Nuno,Lisboa,Santo Antnio,38.7201,-9.14417,Entire home/apt,112,4,243,2021-12-02,2.59,2,204,3,13810/AL
2309835,Large Bairro Alto 2 up to 22guests by Central Hill,2681397,Central Hill Apartments,Lisboa,Santo Antnio,38.71706,-9.14732,Entire home/apt,322,2,212,2021-08-17,2.22,30,336,2,6663AL
2322442,Historical Heart& area *AlfamaVintage*ROOM,11862526,Margarida,Lisboa,Santa Maria Maior,38.71039,-9.12981,Private room,28,1,230,2021-11-21,2.42,1,146,15,
2327858,"Luxury Vintage Apartment, very spacious, Lisbon centre next to Marquês de Pombal",11892078,My Place For You,Lisboa,Avenidas Novas,38.72995,-9.14862,Entire home/apt,94,2,118,2021-12-07,2.00,3,214,13,37558/AL
2329059,A window to Lisboa III -Bairro Alto,7281321,António,Lisboa,Misericrdia,38.71332,-9.14306,Entire home/apt,93,3,29,2019-03-17,0.42,3,323,0,24457/AL
2330366,"Charme, conforto, piscina  e metro",11896619,Ana,Lisboa,Lumiar,38.76714,-9.15676,Entire home/apt,300,1,0,,,1,365,0,
2335209,Sintra Charming Country House,11927740,Marta & Cristina,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.7963,-9.39646,Entire home/apt,300,5,33,2020-02-22,0.42,1,284,0,11635/AL
2336040,Remedios I - sunny with fantastic river view!,2396258,"Fatima, Paula And Eduardo",Lisboa,Santa Maria Maior,38.71254,-9.12479,Entire home/apt,235,2,95,2021-11-20,1.05,15,338,5,2167/AL
2336193,Lisbon Sant'Ana Mouraria 2br apart,3455628,Pedro And Claudia,Lisboa,Arroios,38.71647,-9.13861,Entire home/apt,54,2,329,2021-11-07,3.53,2,324,34,20512/AL
2338823,Cozy apart to visit Lisbon,997803,Ana,Lisboa,Marvila,38.74843,-9.10825,Entire home/apt,52,3,40,2021-11-05,0.44,1,1,6,13567/AL
2343839,"Charming apartment at the Lisbon's top ""quartier""",11969316,Ines & Gonçalo,Lisboa,Campo de Ourique,38.71591,-9.16575,Entire home/apt,42,4,156,2020-11-07,1.69,1,300,0,19701/AL
2347322,NEW! Graça - View Apartment,11988641,Maria,Lisboa,So Vicente,38.71857,-9.13365,Entire home/apt,68,3,360,2021-12-06,3.83,1,254,40,
2353752,Quintarola de S.Gião,12020437,Lucilina,Torres Vedras,"S.Pedro e Santiago, S.Maria e S.Miguel, e Mataces",39.1015,-9.29195,Private room,150,1,0,,,1,365,0,
2364547,Clean&Safe.Adorável studio.Perfeito p/estadias a 2,5894536,Rita,Lisboa,Santa Maria Maior,38.71267,-9.12554,Entire home/apt,60,3,146,2020-01-03,1.56,4,362,0,19790/AL
2364789,Azenhas do Mar Sintra beach house 1,1271930,Luis,Sintra,Colares,38.84212,-9.45729,Entire home/apt,60,6,11,2021-09-22,0.14,7,363,2,
2365159,Heart of Lisbon - Alfama Inside,5575715,Eliana,Lisboa,So Vicente,38.71386,-9.12867,Entire home/apt,69,5,101,2021-12-08,1.09,1,148,14,28362 / AL
2367106,Beautiful Villa Guincho w/shared pool - atjoanas,5157570,Joana,Cascais,Alcabideche,38.74569,-9.45346,Entire home/apt,77,3,57,2021-08-29,0.62,14,118,2,
2368850,Amazing apart .BAIRRO ALTO 68,136230,David,Lisboa,Misericrdia,38.71034,-9.15081,Entire home/apt,100,2,5,2019-08-12,0.06,8,249,0,81548/AL
2375386,CASA DA GUIA CASCAIS,11485480,Angelita,Cascais,Cascais e Estoril,38.70089,-9.44684,Entire home/apt,100,6,9,2018-01-07,0.10,1,38,0,
2383655,"Apartamento T2, central",12176634,Casa Das Aguarelas,Mafra,Ericeira,38.9638,-9.41575,Entire home/apt,82,2,3,2021-05-09,0.05,3,6,1,
2385763,LAST MINUTE... AVAILABLE FROM NOVEMBER 21 : ),10746730,Vera,Mafra,Ericeira,38.97295,-9.41447,Entire home/apt,84,5,41,2021-10-18,0.44,1,16,7,30190/AL
2390982,Lovely Room + Private wc,12211130,Vanessa,Lisboa,Misericrdia,38.70677,-9.14388,Private room,29,1,329,2021-11-14,3.47,1,282,15,Exempt
2393974,"Superb Design & areas, stunning ViewsTop Location",38902405,Idália,Lisboa,Santa Maria Maior,38.71361,-9.13858,Entire home/apt,79,2,410,2021-12-03,4.37,1,285,37,Lisbon Local Accomodation N.º 6340/AL
2394760,"Best location, view and decor 1",4189583,Cheese & Wine,Lisboa,Santa Maria Maior,38.7125,-9.14127,Entire home/apt,132,1,226,2021-11-29,2.38,10,341,24,4303/AL
2399414,Quarto com muita luz natural!,12260436,Maria,Lisboa,Benfica,38.75086,-9.19941,Private room,20,3,4,2021-10-03,0.06,3,311,2,
2400275,Prime Location for Summer Holiday,12265179,Joanne,Cascais,Cascais e Estoril,38.69049,-9.42408,Private room,120,3,16,2021-07-08,0.18,1,0,1,
2400599,Lupanar de Alfama - with private WC,12266495,Sérgio,Lisboa,Santa Maria Maior,38.70828,-9.13025,Private room,35,3,223,2018-10-31,2.40,1,130,0,84951/AL
2415570,baixa charming apartment downtown,5640635,José,Lisboa,Santa Maria Maior,38.71138,-9.13723,Entire home/apt,100,3,0,,,1,334,0,
2419436,"3 room apt seaside, pool, garden",12366021,Teresa & August,Cascais,Carcavelos e Parede,38.68657,-9.35012,Entire home/apt,85,3,72,2021-11-07,0.78,1,278,11,110507-U-28-Z
2424638,Small flat in the heart of Lisbon,12391958,Nuno,Lisboa,Arroios,38.715752,-9.138721,Entire home/apt,60,2,31,2021-11-29,0.33,1,292,5,71419/AL
2427728,Country/Beach house: Private room,12231144,Patrícia,Mafra,Mafra,38.93945,-9.34378,Private room,45,1,2,2019-08-24,0.03,1,0,0,
2428199,Apartament two rooms Bairro Alto,12400145,Gonçalo,Lisboa,Misericrdia,38.71372,-9.145,Entire home/apt,50,2,232,2021-12-05,2.49,5,43,28,8919/AL
2429823,Top of the Castle Hill,11935469,Bárbara & Tiago,Lisboa,Santa Maria Maior,38.71362,-9.13555,Entire home/apt,70,3,194,2021-10-30,2.43,4,67,1,12888/AL
2437087,Ericeira - Surf & Fisherman,2090008,We Love Our Guests,Mafra,Ericeira,38.96853,-9.41771,Entire home/apt,65,6,44,2021-09-19,0.49,4,311,2,39891/AL
2446667,Apartment Silver I -Lisbon downtown,10302645,LSH Aparts-Maria,Lisboa,Santa Maria Maior,38.70953,-9.13774,Entire home/apt,72,2,53,2021-10-03,0.82,2,292,3,7289/AL
2450706,Lisbon central,12531331,Lucia,Lisboa,Misericrdia,38.70805,-9.1456,Entire home/apt,76,2,154,2021-12-08,1.64,2,140,11,
2452514,Very close to airport gare oriente,12539741,Jose,Lisboa,Marvila,38.75856,-9.12057,Private room,21,1,62,2017-09-27,0.67,3,343,0,179470/AL
2454111,"Elegant, Unique Views, all rooms with private WC",12548680,Costa,Lisboa,Santa Maria Maior,38.71317,-9.13477,Entire home/apt,209,3,110,2021-11-14,1.19,1,243,7,8472/AL
2455699,Villa with pool in the hills 70 km,12558565,Sandra E Joao,Cadaval,Lamas e Cercal,39.1961,-9.0647,Entire home/apt,49,6,74,2021-09-24,0.81,4,313,8,49650/AL
2458174,Castel & Downtown at your feet...!,4817790,Mónica & Bruno,Lisboa,Santa Maria Maior,38.71506,-9.13597,Entire home/apt,50,2,137,2021-09-05,1.57,2,206,12,
2461109,Sé Vintage Apartment.,12584679,Fernando,Lisboa,Santa Maria Maior,38.71137,-9.13315,Entire home/apt,170,3,216,2020-07-12,2.31,1,159,0,11875/AL.
2467437,Rooftop 3 bedroom Apartment w/ terrace,8251644,Miguel,Lisboa,Santo Antnio,38.72394,-9.14851,Entire home/apt,201,2,5,2021-10-10,0.07,2,350,1,4786/AL
2471985,"Downtown flat, watching catedral.",12641852,João Paulo,Lisboa,Santa Maria Maior,38.71063,-9.13418,Entire home/apt,59,2,435,2021-12-07,4.64,1,337,20,6739/AL
2475037,Cascais Boutique Hostel - Room 1,1270688,Vitor,Cascais,Cascais e Estoril,38.69682,-9.42584,Private room,30,1,98,2021-11-04,1.15,5,275,12,80947/AL
2476394,Casas da Biquinha - Palácio da Pena,10379875,Maria,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.79652,-9.39206,Entire home/apt,59,1,12,2021-10-30,0.16,16,231,6,9661/AL
2487363,Belém House,12123730,Mavilde,Lisboa,Belm,38.70104,-9.20213,Entire home/apt,55,1,176,2020-02-13,1.90,1,0,0,
2491080,Alcântara/Ajuda Appt T3,12749343,Diana,Lisboa,Alcntara,38.70495,-9.18888,Entire home/apt,63,2,15,2020-03-30,0.16,1,0,0,
2502266,Casa Mar d'Ouro - Historical Center,6925599,Filipa,Lisboa,So Vicente,38.7205,-9.13078,Entire home/apt,42,2,49,2021-10-18,0.55,3,252,3,8860/AL
2502831,"LxTownHouse, the vintage charm...",12811685,Ana Maria,Lisboa,Arroios,38.72389,-9.13321,Entire home/apt,100,3,36,2019-06-24,0.39,2,342,0,21238-AL
2509341,BOUTIQUE APARTMENTS LISBOA - Two Bedroom Apartment,2001523,Rui,Lisboa,Santa Maria Maior,38.71068,-9.13841,Entire home/apt,63,2,151,2021-11-22,1.78,8,71,28,
2514197,Cozy duplex with Tagus River view - Safely clean,12869019,Ana & Fátima,Lisboa,So Vicente,38.71362,-9.12755,Entire home/apt,50,2,464,2021-11-24,4.98,3,348,23,8743/AL
2518057,LISBON DOWNTOWN APARTMENT,2001523,Rui,Lisboa,Santa Maria Maior,38.71214,-9.13595,Entire home/apt,53,1,178,2021-12-06,1.91,8,80,20,
2518091,Fernando Pessoa Xperience,4217763,Bárbara,Lisboa,Santa Maria Maior,38.71091,-9.14236,Private room,141,2,49,2021-10-13,0.53,2,350,1,11408AL.
2527759,Duplex in Lisbon,7996742,Ana,Lisboa,So Vicente,38.71563,-9.1255,Entire home/apt,48,30,261,2021-10-02,2.86,2,0,11,
2530104,Unique view @ Charm Attic!,2574475,Teresa,Lisboa,Arroios,38.71674,-9.13879,Entire home/apt,45,3,152,2018-11-13,1.63,1,342,0,16473/AL
2535496,In Love with Alfama in Lisbon 3,5680473,Ricky & Diana,Lisboa,Santa Maria Maior,38.713,-9.12695,Entire home/apt,50,2,341,2021-11-24,3.64,2,71,32,24812/AL
2536555,Tejo I + II - 6 bedrooms and glorious river views!,2396258,"Fatima, Paula And Eduardo",Lisboa,Santa Maria Maior,38.71262,-9.12411,Entire home/apt,519,2,78,2021-11-06,0.84,15,330,6,353/AL
2537987,Spaceful and luminous Rooms,12260436,Maria,Lisboa,Benfica,38.75095,-9.19977,Private room,18,3,7,2019-09-08,0.09,3,310,0,
2543183,Downtown Charming Apartment.,1695029,Gonçalo,Lisboa,Santa Maria Maior,38.71435,-9.13585,Entire home/apt,65,3,333,2021-10-10,3.60,5,194,6,1211/AL
2543870,A magic place at Sintra by the sea,1271930,Luis,Sintra,Colares,38.79175,-9.47526,Entire home/apt,99,7,8,2021-10-09,0.18,7,348,3,
2544170,Apartment Bairro Alto,218778,José,Lisboa,Misericrdia,38.71311,-9.14439,Entire home/apt,65,7,16,2021-11-18,0.17,6,333,5,
2545405,Cascais Twin 1D- Daydream Portugal,7437890,Paula,Cascais,Cascais e Estoril,38.69805,-9.42218,Entire home/apt,100,4,54,2021-10-27,0.60,3,217,9,AL 23148/AL
2546001,Beauty of Graça - ancient Lisbon!,3177307,Claudia,Lisboa,So Vicente,38.71735,-9.12798,Entire home/apt,40,2,230,2020-03-03,2.50,4,314,0,3929/AL
2549338,"Lovely Apartment, in Sassoeiros, Oeiras",4817790,Mónica & Bruno,Cascais,Carcavelos e Parede,38.69767,-9.33092,Entire home/apt,59,2,27,2021-11-14,0.51,2,331,18,
2560291,Oceanfront apartment in town-center,2774672,Herwig,Mafra,Ericeira,38.96349,-9.41818,Entire home/apt,155,4,15,2021-11-11,0.19,9,285,10,11711/AL
2560563,Underdog Surf House - Pent house,455096,Daniel (Underdog Surf House),Lourinh,Lourinh e Atalaia,39.26127,-9.32816,Private room,78,1,12,2021-08-27,0.13,7,365,4,
2561844,"Brya Black Apartment, Alfama",7146174,Gabriela,Lisboa,Santa Maria Maior,38.71013,-9.13259,Entire home/apt,79,3,10,2019-12-15,0.11,14,146,0,86946/ AL
2561894,"Brya White Apartment, Alfama",7146174,Gabriela,Lisboa,Santa Maria Maior,38.71042,-9.13267,Entire home/apt,65,3,5,2018-10-08,0.06,14,147,0,35038/AL
2565601,Apartment Silver II Lisbon downtown,10302645,LSH Aparts-Maria,Lisboa,Santa Maria Maior,38.71115,-9.13609,Entire home/apt,60,4,48,2021-11-08,0.72,2,314,7,7290/AL
2570787,Central Lisbon Apartment,5944201,Helena,Lisboa,Arroios,38.72054,-9.13778,Entire home/apt,80,1,149,2021-08-26,1.62,1,281,2,
2581483,Casa dos Mastros,13219688,André,Lisboa,Misericrdia,38.70922,-9.15216,Entire home/apt,59,1,287,2021-11-20,3.09,4,196,30,4419/AL
2582274,* Charming & Cosy. Perfect Location,13222821,Alexandre,Lisboa,Arroios,38.71675,-9.13763,Entire home/apt,62,2,286,2021-09-12,3.09,4,183,2,24033/AL
2585840,Lovely one,9832148,Inês,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.79789,-9.39149,Private room,85,3,0,,,2,1,0,
2590441,House with Garden in Lisbon,10766652,Ricardo,Lisboa,Belm,38.69915,-9.20497,Entire home/apt,65,3,162,2020-10-31,1.73,1,0,0,646/AL
2590924,Lisbon deluxe city center flat,3534441,Nuno,Lisboa,Santo Antnio,38.72071,-9.15418,Entire home/apt,90,3,204,2021-10-30,2.20,2,262,1,20265/AL
2593852,Art Gallery Apartment,12878313,Filipe,Lisboa,Arroios,38.73466,-9.13557,Entire home/apt,84,2,24,2021-11-06,0.26,3,355,1,57179/AL
2600659,B.A. Large and Modern Apartment,5809174,Carlota,Lisboa,Misericrdia,38.71417,-9.14627,Entire home/apt,44,3,189,2020-08-03,2.03,5,311,0,50463/AL
2606042,PS LISBON FLATS-Av Liberdade II - Clean&Safe Stamp,5918228,Rita & Miguel,Lisboa,Santo Antnio,38.71927,-9.14281,Entire home/apt,72,2,144,2021-11-26,1.55,7,348,13,3857/AL
2607296,Cascais Twin 1A - Daydream Portugal,7437890,Paula,Cascais,Cascais e Estoril,38.69908,-9.42233,Entire home/apt,91,3,55,2021-10-15,0.62,3,318,7,AL 23147/AL
2608025,Sailing Tours in Lisbon - 2 hours,9456814,Rui,Lisboa,Belm,38.69501,-9.20466,Entire home/apt,250,1,0,,,1,365,0,Exempt
2612002,Casas da Biquinha -  Seteais,10379875,Maria,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.79619,-9.39231,Entire home/apt,59,1,33,2021-11-15,0.37,16,296,6,270AL
2612191,T1 com Terraço Junto à Praia,13377396,Teresa,Oeiras,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",38.68517,-9.3204,Entire home/apt,70,5,26,2019-10-08,0.28,2,0,0,
2612285,In Belem Main Street,11926451,Ana,Lisboa,Belm,38.6978,-9.20203,Private room,15,2,88,2020-03-13,1.00,10,0,0,77971/AL
2612392,Casas da Biquinha - Ragaleira,10379875,Maria,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.79622,-9.39226,Entire home/apt,59,1,66,2021-12-08,0.72,16,288,27,264AL
2612566,Casas da Biquinha - Capuchos,10379875,Maria,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.79681,-9.39114,Entire home/apt,71,1,38,2021-12-05,0.42,16,0,10,271AL
2617291,appartement spacieux calme et clair,13404037,Veronica,Cascais,Alcabideche,38.7168,-9.41619,Entire home/apt,76,3,0,,,1,0,0,
2619958,Nice room near the city center,11039098,Maria,Lisboa,Arroios,38.72835,-9.13595,Private room,36,3,4,2019-09-24,0.14,1,0,0,
2623665,Belém Apartment,2990770,Ana,Lisboa,Belm,38.69489,-9.21116,Entire home/apt,67,3,96,2020-09-23,1.05,1,7,0,
2625108,"Alfama, magnificent river view",13444439,Sara,Lisboa,Santa Maria Maior,38.71169,-9.12702,Entire home/apt,60,5,129,2021-10-15,1.38,1,197,3,
2626279,Castle Apartment with Breathtaking River Views,11580795,Tiago,Lisboa,Santa Maria Maior,38.71283,-9.13231,Entire home/apt,49,2,227,2021-11-01,2.45,1,341,24,11053/AL
2639240,ZAMBEACHOUSE - Beach & Country,13515154,Zambeachouse,Lourinh,Lourinh e Atalaia,39.26784,-9.31207,Entire home/apt,50,7,1,2021-08-29,0.29,1,363,1,8779/AL
2640986,Fabulous view over the Tagus river,13522323,Ângela,Lisboa,Santa Maria Maior,38.71264,-9.12567,Entire home/apt,58,4,181,2021-11-21,1.94,3,194,5,76090/AL
2647029,Donana - A secluded spot in Galamares,13553208,Sofia,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.80042,-9.4214,Entire home/apt,90,4,20,2021-08-28,0.23,2,300,5,12634/AL
2647545,Entire home / Apt.  Parking included (2nd floor),13555244,Rui,Lisboa,Penha de Frana,38.73191,-9.1315,Entire home/apt,58,3,257,2020-03-18,2.76,4,0,0,62726/AL
2650290,Wonderful house 10 minutes from Lisbon,13566987,Franco,Oeiras,Carnaxide e Queijas,38.72426,-9.2484,Entire home/apt,180,3,15,2021-08-24,0.17,1,152,2,
2650419,BAIXA COSY - City Center Style,13567546,Liliana,Lisboa,Santa Maria Maior,38.71075,-9.1367,Entire home/apt,72,2,281,2021-08-30,3.08,22,284,11,92/AL
2655671,Charmoso apartamento Príncipe Real 7054/AL,13560399,Sónia,Lisboa,Misericrdia,38.71265,-9.1521,Entire home/apt,49,5,137,2021-11-11,1.48,1,269,5,7054/AL
