id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
24028328,BeGuest T1 Lisbon Premium Suite 11A,17263208,BeGuest,Lisboa,Belm,38.69825,-9.22507,Entire home/apt,109,1,1,2018-12-07,0.03,14,308,0,40834/AL
24028491,TravelingToLisbon 324 - Marquês de Pombal,140893245,TravelingToLisbon,Lisboa,Santo Antnio,38.72828,-9.14515,Entire home/apt,86,1,16,2019-10-12,0.36,46,251,0,66275/AL
24028876,Em frente ao Mar,3569693,Joseisia,Oeiras,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",38.6786,-9.32025,Entire home/apt,64,5,19,2019-11-25,0.43,1,177,0,070178jo
24028902,Exclusive apartment at São Bento,402191311,GuestReady,Lisboa,Misericrdia,38.7102,-9.15055,Entire home/apt,95,2,70,2021-11-28,1.59,101,339,15,65095/AL
24029023,Boutique Stunning Apartment by Liberdade Avenue,110649746,Vivi,Lisboa,Santo Antnio,38.72379,-9.15469,Entire home/apt,111,1,55,2021-09-19,1.24,7,341,1,59155/AL
24029097,TravelingToLisbon 325 - Marquês de Pombal,140893245,TravelingToLisbon,Lisboa,Santo Antnio,38.72828,-9.14515,Entire home/apt,86,1,14,2020-01-29,0.32,46,316,0,66371/AL
24031552,Dream House L&A - With a beautiful garden,176969827,Cláudia Sofia Horta Correia,Lisboa,Alvalade,38.75157,-9.13937,Entire home/apt,65,1,70,2021-11-21,1.58,2,234,7,65955/AL
24032738,Apartament in the center of the city,7438819,Sergio,Lisboa,Misericrdia,38.70843,-9.1461,Entire home/apt,30,4,15,2021-08-10,0.34,1,0,3,280
24034188,Love inn Bairro Alto 2,180777866,Sofia,Lisboa,Misericrdia,38.71177,-9.14406,Entire home/apt,85,2,12,2019-06-18,0.27,1,252,0,45045/AL
24034215,TravelingToLisbon 328 - Marquês de Pombal,140893245,TravelingToLisbon,Lisboa,Santo Antnio,38.72828,-9.14515,Entire home/apt,92,1,15,2020-03-10,0.33,46,250,0,66945/AL
24035847,TravelingToLisbon 329 - Marquês de Pombal,140893245,TravelingToLisbon,Lisboa,Santo Antnio,38.72828,-9.14515,Entire home/apt,92,1,12,2019-04-06,0.27,46,242,0,66946/AL
24035891,TravelingToLisbon 327 - Marquês de Pombal,140893245,TravelingToLisbon,Lisboa,Santo Antnio,38.72828,-9.14515,Entire home/apt,86,1,2,2018-09-14,0.05,46,280,0,66441/AL
24036159,TravelingToLisbon 330 - Marquês de Pombal,140893245,TravelingToLisbon,Lisboa,Santo Antnio,38.72828,-9.14515,Entire home/apt,92,1,9,2019-09-27,0.21,46,247,0,66956/AL
24040157,Private bedroom with private bathroom in ✯ Lapa ✯,14291065,Gonçalo,Lisboa,Estrela,38.71077,-9.15859,Private room,29,1,68,2021-08-24,1.53,13,94,3,83183/AL
24040799,Casa Isabela,688914,Luis,Cascais,Cascais e Estoril,38.6998,-9.38192,Entire home/apt,76,2,17,2021-08-15,0.42,35,271,3,15850/AL
24040982,Dream House A&L - With a beautiful garden,176969827,Cláudia Sofia Horta Correia,Lisboa,Alvalade,38.75243,-9.14048,Entire home/apt,68,1,69,2021-11-19,1.57,2,251,6,65955/AL
24041415,Suite near Intendente Square (1),7347848,Helder,Lisboa,Santa Maria Maior,38.71873,-9.13634,Private room,30,1,107,2021-12-05,2.38,5,344,17,22720/2018
24042485,Simply the BEST in Lisbon !,31340456,Anne & Marco,Lisboa,Misericrdia,38.71035,-9.14369,Entire home/apt,129,2,72,2021-11-11,1.63,1,347,4,63046/AL
24049482,Casas do Beco Charming Flat II,180699730,João,Lisboa,Arroios,38.7179,-9.13847,Entire home/apt,50,1,1,2020-08-26,0.06,2,0,0,76360/AL
24050388,☀ Stunning Views Loft ☀ Feel Graça & Alfama's vibe,157141527,Nest@Lisbon,Lisboa,So Vicente,38.71549,-9.1289,Entire home/apt,132,2,131,2021-11-28,2.91,17,314,17,57668/AL
24052349,Super Apt in Lisbon - Swimming Pool and Terrace,91464804,Hometown Experience Lisbon,Lisboa,So Vicente,38.71853,-9.13205,Hotel room,100,3,45,2020-09-03,1.03,7,0,0,68533/AL
24052893,Central S.Sebastião.,129916048,Alexandre,Lisboa,Avenidas Novas,38.73307,-9.15166,Private room,200,2,11,2018-05-30,0.25,1,365,0,Exempt
24055560,Play House,5579298,Álvaro,Sintra,Colares,38.82678,-9.46761,Entire home/apt,55,3,44,2021-08-14,1.02,7,312,5,SM43012/2014
24055672,Exquisit flat in Madragoa (right),24116626,Marisa,Lisboa,Estrela,38.70912,-9.15551,Entire home/apt,63,3,19,2021-10-15,0.44,10,322,4,61560/AL
24055888,Caxias beach apartament,181095186,Anna,Oeiras,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",38.69907,-9.26747,Private room,50,2,0,,,1,365,0,Exempt
24056932,Exquisit flat in Madragoa (left),24116626,Marisa,Lisboa,Estrela,38.70758,-9.15492,Entire home/apt,68,3,55,2021-11-20,1.25,10,352,16,61561/AL
24057850,Rejuvenate in a Piece of Lisbon Heaven,41056243,Miguel,Lisboa,Areeiro,38.74097,-9.13524,Entire home/apt,91,2,126,2021-12-08,2.80,1,172,17,62615/AL
24057896,Seven Hills Bairro Alto,14575351,Iolanda,Lisboa,Misericrdia,38.714,-9.14425,Entire home/apt,50,2,94,2021-11-21,2.14,1,112,23,68465/AL
24060634,Orange Tree House,26371519,Joana,Lisboa,Santa Maria Maior,38.7167,-9.13387,Entire home/apt,90,1,88,2021-11-21,1.98,5,344,22,65917 / AL
24061157,Avenida Boutique Apartments II,179769363,Taipas Boutique,Lisboa,Santo Antnio,38.71753,-9.14449,Entire home/apt,107,2,61,2021-11-15,1.36,4,253,4,67297/AL
24061299,"Our cosy, quiet & modern apart w/garden in Lisbon!",178881999,Pedro,Lisboa,Arroios,38.72833,-9.13317,Entire home/apt,72,3,32,2020-02-29,0.71,1,180,0,63203/AL
24061603,Cosy Studio in the Center of Lisbon,69531640,Bruno,Lisboa,Arroios,38.71547,-9.1388,Entire home/apt,65,3,126,2021-11-15,2.80,2,223,23,67626/AL
24063369,My Lx Flat Sophisticated Gem in the Heart of Lisbon,17125483,Patrícia,Lisboa,Santa Maria Maior,38.70796,-9.1336,Entire home/apt,123,2,146,2021-11-17,3.30,27,327,26,65768/AL
24067569,Cascais garden & pool house,13493875,Rodrigo,Cascais,Cascais e Estoril,38.70391,-9.4463,Entire home/apt,80,3,31,2021-10-25,0.71,1,351,9,Exempt
24072400,BeGuest Cascais Dreams,17263208,BeGuest,Cascais,Cascais e Estoril,38.70154,-9.42254,Entire home/apt,110,1,1,2021-08-07,0.24,14,295,1,65636/AL
24089066,HYPER CENTRE VILLE - DESIGN & LUMINOUS FLAT - W/AC,41550981,Benoit,Lisboa,Santo Antnio,38.72112,-9.14241,Entire home/apt,56,1,2,2020-10-07,0.13,8,41,0,Exempt
24091061,"Casa Do Sol. Marvão, Ericeira.",181414151,Joseph,Mafra,Santo Isidoro,39.00936,-9.39815,Entire home/apt,130,3,46,2021-09-18,1.04,1,192,9,65127/AL
24091823,My Lx Flat Baixa Alfama Design Apartment in Historical Area,17125483,Patrícia,Lisboa,Santa Maria Maior,38.70807,-9.13451,Entire home/apt,108,2,119,2021-12-02,2.67,27,336,19,64391/AL
24093302,Your private bedroom w private bathroom in ✯Lapa✯,14291065,Gonçalo,Lisboa,Estrela,38.71086,-9.15848,Private room,24,1,50,2020-03-11,1.13,13,94,0,83183/AL
24093476,New Chiado Studio the Epitome of Portuguese Charm,181434753,João,Lisboa,Misericrdia,38.70738,-9.14272,Entire home/apt,100,2,134,2021-11-21,3.09,1,340,22,72588
24096672,🏰 Lisbon Alegria Apartment Downtown ⭐Superhost⭐,4855165,Laura & Diogo,Lisboa,Santo Antnio,38.71754,-9.14594,Entire home/apt,93,3,83,2021-11-28,1.99,2,309,10,32737/AL
24097173,GuestReady - Luxury Flat at Lisbon's downtown,402191311,GuestReady,Lisboa,Santa Maria Maior,38.70883,-9.13919,Entire home/apt,177,2,59,2021-11-29,1.33,101,353,7,63243/AL
24101222,Bright Sunny  Suite,32870127,João,Lisboa,Campo de Ourique,38.718807,-9.157585,Private room,25,20,41,2019-09-19,0.92,5,0,0,36865/AL
24102591,"Traditional flat in the centre of Lisbon, Alfama ♡",170427692,Madeline,Lisboa,Santa Maria Maior,38.71275,-9.13457,Entire home/apt,37,2,64,2020-03-19,1.50,6,0,0,63092/AL
24113137,Casa Dos Silva,181616058,Joana,Mafra,Ericeira,38.96494,-9.41753,Entire home/apt,70,6,24,2020-09-24,0.57,1,0,0,57973/AL
24116957,"""HomeySuite"" in Castelhana",102336875,Ricardo,Cascais,Alcabideche,38.71269,-9.4149,Entire home/apt,50,2,75,2021-12-01,1.69,8,1,26,Cascais
24116999,Visit Lisbon 4 Fun - ALFAMA Apartment,63948021,Raquel & Gonçalo,Lisboa,Santa Maria Maior,38.712,-9.12959,Entire home/apt,53,2,103,2021-12-01,2.34,3,248,10,68649/AL
24118673,City Center Artsy Studio in Bairro Alto,48772471,João,Lisboa,Misericrdia,38.71223,-9.14482,Entire home/apt,49,2,105,2021-11-14,2.51,1,346,20,1 24618/AL
24129973,Apartment with Terrace @ LX Factory,71348093,Paulo,Lisboa,Alcntara,38.70795,-9.17514,Entire home/apt,48,1,64,2020-10-03,1.44,18,154,0,67868/AL
24131534,Private room w/private bathroom in Lapa ツ,139685705,Gonçalo,Lisboa,Estrela,38.71252,-9.15967,Private room,122,1,22,2019-08-29,0.50,6,98,0,83183/AL
24132047,140m2 home in trendy and relaxed Campo de Ourique,3665431,Thierry Et Jane,Lisboa,Campo de Ourique,38.71991,-9.16711,Entire home/apt,140,5,4,2019-12-28,0.09,1,0,0,78717/AL
24133620,River View Aesthetic Apartment - Historical Lisbon,168166915,Manuel,Lisboa,So Vicente,38.71872,-9.13045,Entire home/apt,82,2,63,2021-11-24,1.48,5,80,12,59086/AL
24135871,Casa com Alma Portuguesa@Alfama studio,65122532,Alexandra,Lisboa,Santa Maria Maior,38.71116,-9.12916,Entire home/apt,37,2,186,2021-12-04,4.16,15,120,37,70275/AL
24136707,Casa com Alma Portuguesa @ Alfama,65122532,Alexandra,Lisboa,Santa Maria Maior,38.71275,-9.13083,Entire home/apt,43,2,144,2021-11-28,3.23,15,254,38,70278/AL
24142963,Apartment 15 min to Lisbon ( 8 min to AirPort ) A,41947772,Pollyane,Odivelas,Ramada e Caneas,38.80797,-9.18815,Private room,35,3,2,2018-08-02,0.05,2,343,0,Exempt
24148182,Adorable Casa Gira (Lisbon's Center),181957929,Tiago,Lisboa,Beato,38.72942,-9.10831,Private room,137,2,1,2018-05-14,0.02,1,88,0,Exempt
24149348,Sunny single room in Central Lisbon,179832400,Ale,Lisboa,Penha de Frana,38.73286,-9.12781,Private room,70,1,3,2021-05-03,0.19,1,365,1,Exempt
24149841,Quiet rooftop in center with view to the stars.,23554510,Martin,Lisboa,Santa Maria Maior,38.71305,-9.13629,Entire home/apt,94,20,45,2019-12-09,1.00,1,2,0,68345/AL
24150186,"Casa Carmelita, new house in the pinewood",13737496,Helena,Sintra,Colares,38.81047,-9.45489,Entire home/apt,63,2,21,2021-11-08,0.50,2,303,4,74826/AL
24151051,Explore a New Apartment in a Hip Neighborhood,83774690,Mafalda & Rodrigo,Lisboa,Misericrdia,38.70946,-9.14942,Entire home/apt,102,2,131,2021-11-01,2.95,12,278,9,68050/AL
24154691,Maria Tailor Castelo,106604544,Magda,Lisboa,Santa Maria Maior,38.7133,-9.13398,Entire home/apt,65,3,71,2021-10-23,1.67,1,316,7,72839/AL
24155294,New 2 bedroom Tauro 195 Near El Corte Ingles,182025051,Joao,Lisboa,Avenidas Novas,38.73468,-9.15607,Entire home/apt,247,2,3,2019-07-21,0.07,1,358,0,65625/AL
24155333,Alfama Tejo : Home whit a View & Free WIFI,182015954,Maria Alfama,Lisboa,Santa Maria Maior,38.7111,-9.1301,Entire home/apt,38,3,53,2021-12-05,1.20,1,182,10,25686/AL
24156032,Caravana Adventure,182029799,André,Loures,Sacavm e Prior Velho,38.79911,-9.11121,Entire home/apt,150,2,1,2018-08-13,0.02,1,180,0,Exempt
24158409,Alfama Lovely View Apartment,121921957,Graça,Lisboa,So Vicente,38.71391,-9.12813,Entire home/apt,60,2,93,2021-11-23,2.10,4,338,21,53869/AL
24160336,Magikvanilla House for 20+ People,50717312,Magik,Mafra,Ericeira,38.96263,-9.4118,Entire home/apt,500,5,0,,,2,365,0,7833/AL
24161023,cozy apart in the center ideal for families,114233852,Casas De Fado,Lisboa,Santa Maria Maior,38.71248,-9.12872,Entire home/apt,80,1,86,2021-11-05,1.92,9,2,17,35082/AL
24168192,Blue Room with views - Water House,6385306,Paul,Lisboa,Campolide,38.72704,-9.16462,Private room,24,30,1,2019-06-24,0.03,4,341,0,45075/AL
24169414,Garden room - the water house,6385306,Paul,Lisboa,Campolide,38.72766,-9.16658,Private room,28,30,1,2019-06-01,0.03,4,311,0,45075/AL
24171889,★ Campo Pequeno Avenue ★ Lisboa City Center Room 1,17638903,Maria De Jesus,Lisboa,Avenidas Novas,38.74169,-9.14524,Hotel room,160,1,5,2019-11-16,0.13,47,162,0,66419/AL
24172622,Casa Chiado,179935152,Jaime,Lisboa,Misericrdia,38.70814,-9.14339,Entire home/apt,68,3,101,2021-11-21,2.28,1,345,20,67003/AL
24174335,Baixa Charming Apartment,25841048,Second House,Lisboa,Santa Maria Maior,38.70943,-9.135,Entire home/apt,120,3,91,2021-12-03,2.05,21,316,28,68020/AL
24174957,★ Campo Pequeno Avenue ★ Lisboa City Center Room 2,17638903,Maria De Jesus,Lisboa,Avenidas Novas,38.74054,-9.14426,Hotel room,162,1,5,2019-09-23,0.12,47,162,0,66419/AL
24177231,Spacious apartment near Marquês de Pombal,13667856,Hugo,Lisboa,Avenidas Novas,38.72732,-9.15832,Entire home/apt,135,2,18,2019-09-01,0.43,4,0,0,73096/AL
24177429,Hope house room 1,96832641,Lucy,Cascais,Cascais e Estoril,38.7155,-9.38057,Private room,38,1,18,2021-10-28,0.41,3,60,1,69768/AL
24179195,★ Campo Pequeno Avenue ★ Lisboa City Center Room 4,17638903,Maria De Jesus,Lisboa,Avenidas Novas,38.73984,-9.14328,Hotel room,170,1,9,2020-05-24,0.21,47,162,0,66419/AL
24179965,Villa Romana,182243447,Constantino,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.81394,-9.38555,Entire home/apt,264,3,11,2019-08-22,0.25,1,0,0,7989/AL
24180347,★ Campo Pequeno Avenue ★ Lisboa City Center Room 5,17638903,Maria De Jesus,Lisboa,Avenidas Novas,38.7397,-9.14354,Hotel room,170,1,4,2020-04-12,0.11,47,162,0,66419/AL
24180935,★ Campo Pequeno Avenue ★ Lisboa City Center Room 6,17638903,Maria De Jesus,Lisboa,Avenidas Novas,38.73978,-9.14306,Hotel room,170,1,2,2019-09-24,0.05,47,162,0,66419/AL
24194119,Charming Apartment with terrace,182375473,Spiraltheme,Cascais,Cascais e Estoril,38.70829,-9.43538,Entire home/apt,70,2,31,2021-11-10,0.74,1,361,12,69281
24196591,CheckinCheckout - Casa de Férias das Azenhas,3423826,"Villa Lunae, LDA",Sintra,Colares,38.8417,-9.46215,Entire home/apt,95,2,21,2021-07-10,0.56,9,363,1,66303/AL
24196698,Laneez Ericeira Surf House - S. Pedro Sea View Suite,27809636,Miguel,Mafra,Ericeira,38.95813,-9.41493,Private room,135,3,0,,,8,263,0,47188/AL
24198313,La casa naranja,44097621,Ángela,Lisboa,Estrela,38.71081,-9.17309,Entire home/apt,59,1,31,2021-10-28,0.70,1,333,1,68105/AL
24201261,Great Sea View | Ericeira Thomas21 Studio,182426691,Elaine,Mafra,Ericeira,38.98241,-9.41417,Entire home/apt,30,2,46,2021-11-14,1.06,1,127,22,67962/AL
24201334,A-Flat Lisbon,157746965,Maria And João,Lisboa,Arroios,38.73244,-9.13329,Entire home/apt,80,4,83,2021-11-15,1.91,1,341,5,68625/AL
24203872,Sitio do PicaPau Amarelo,17760274,Cristina,Lisboa,Estrela,38.71007,-9.16016,Entire home/apt,50,2,68,2021-11-05,1.55,1,353,7,59105/AL
24206744,Private room for 2 person  in the Tonic Flat,39465095,Chez Tuga Unipessoal,Lisboa,So Vicente,38.7183,-9.1231,Shared room,22,2,29,2021-10-29,0.65,8,350,6,74370/AL
24214269,Charming Flat in the historical Center of Lisbon,135370447,Gaetano,Lisboa,Estrela,38.71206,-9.153,Entire home/apt,50,2,77,2021-11-24,2.39,2,135,33,Exempt
24220126,Nº8 ORIENTE DNA STUDIOS APT 8 BY W2Lx,15262500,Andre And Diogo,Loures,Moscavide e Portela,38.77569,-9.10084,Entire home/apt,63,2,51,2021-11-19,1.20,16,185,4,68107/AL
24224010,Duplex - São Vicente Balcony,225714973,Adel,Lisboa,So Vicente,38.72122,-9.1219,Entire home/apt,70,3,80,2021-04-01,1.81,6,37,2,66900/AL
24224398,Casa/conforto,181637675,Osvaldo,Lisboa,Arroios,38.73546,-9.1364,Private room,35,2,3,2019-04-19,0.09,3,164,0,Exempt
24226072,Embassador House family,21149703,Claudia,Lisboa,Belm,38.69695,-9.19816,Entire home/apt,84,2,49,2021-11-04,1.12,1,306,13,24458/2018
24226889,Cozy Studio Apartment,3753184,Isabel,Lisboa,Campo de Ourique,38.71468,-9.15583,Entire home/apt,62,3,153,2021-12-07,3.46,11,360,28,84578AL
24227840,Casa do Vale Lisboa - Chiado/Bairro Alto,182661234,Luís,Lisboa,Misericrdia,38.71158,-9.15045,Entire home/apt,120,3,18,2021-11-12,0.41,1,0,4,67232/AL
24228866,Casa Melro in Cascais - central & terrace,182669916,Jutta,Cascais,Cascais e Estoril,38.69749,-9.4215,Entire home/apt,120,4,22,2021-10-27,0.50,1,126,5,68252/AL
24236876,Time Out Market at your doorstep,182736681,Rafaela,Lisboa,Misericrdia,38.70921,-9.14972,Entire home/apt,84,3,41,2021-11-30,0.94,1,263,8,67581/AL
24239024,Principe Real Lightful and Charming,182752613,Joana & Diogo,Lisboa,Santo Antnio,38.71871,-9.1536,Entire home/apt,68,1,158,2021-11-29,3.59,1,283,41,68572/AL
24240785,Moderno Apartamento com todo o conforto,34807534,Vitor,Lisboa,Arroios,38.73008,-9.13681,Entire home/apt,150,4,10,2018-08-04,0.22,2,364,0,63200/AL
24243463,REAL Santo Amaro Oeiras Apartment,60949088,Vania,Oeiras,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",38.68803,-9.30829,Entire home/apt,58,3,58,2021-07-30,1.35,13,334,5,73492/AL
24244296,♡ of Santa Catarina * WITH A/C *,31595533,Pedro & Ana,Lisboa,Misericrdia,38.71102,-9.14782,Entire home/apt,70,2,114,2020-08-21,2.59,4,311,0,60136/AL
24246705,Lilia Castelo Panoramic apartment,60274811,Lilia,Lisboa,Santa Maria Maior,38.71143,-9.13357,Entire home/apt,116,2,13,2019-12-22,0.32,2,283,0,39155/AL
24256881,SINTRA-Casa da Rocha- Apple Room,178208707,Cristina,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.80723,-9.39719,Private room,50,1,4,2019-05-13,0.12,4,162,0,66682/AL
24258531,Stylish Apartment w/stunning view next to Rossio,64173124,Stéphane,Lisboa,Santa Maria Maior,38.71789,-9.1358,Entire home/apt,78,2,126,2021-12-06,2.86,1,124,28,67552/AL
24258549,Typical 3 bedroom Apt w/ Garden,90484219,Luís,Lisboa,Penha de Frana,38.73652,-9.13111,Entire home/apt,110,3,77,2020-03-02,1.75,3,0,0,70077/AL
24258933,Casas do Pátio sem Cantigas -4,19056499,Jose Miguel,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.79522,-9.39323,Entire home/apt,64,1,6,2021-10-27,0.19,5,260,4,53834/AL
24258944,SINTRA-Casa da Rocha- Pear Room,178208707,Cristina,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.80576,-9.39862,Private room,50,1,1,2019-06-18,0.03,4,162,0,66682/AL
24260052,Bright Penthouse near Carcavelos beach,182937987,Helena,Cascais,Carcavelos e Parede,38.68729,-9.33733,Entire home/apt,154,2,42,2021-10-31,0.96,1,342,6,69731/AL
24260102,Butterfly apt - trendy Principe Real,36528156,Pedro,Lisboa,Misericrdia,38.71423,-9.15298,Entire home/apt,72,5,16,2021-11-17,0.37,7,360,5,60883/AL
24260860,Amazing flat in the  historical city center,29804501,Taib,Lisboa,Santa Maria Maior,38.71498,-9.13799,Entire home/apt,255,2,2,2020-03-08,0.08,3,127,0,20528/AL
24265856,Relaxing Graça,135203188,Tim,Lisboa,So Vicente,38.72043,-9.12711,Entire home/apt,100,3,40,2021-11-14,1.04,1,0,2,89782/AL
24267858,Newly Refurbished Modern Studio in Campo Grande,113233778,Diogo,Lisboa,Alvalade,38.75187,-9.14923,Entire home/apt,55,2,25,2021-10-01,0.57,6,16,4,25858/AL
24274908,Vila Mafra - Grill terrace,183082004,Liliana And Tiago,Mafra,Mafra,38.93782,-9.33159,Entire home/apt,92,1,65,2021-11-07,1.49,1,323,18,68460/AL
24278600,Avenida Boutique Apartments I,179769363,Taipas Boutique,Lisboa,Santo Antnio,38.71758,-9.14615,Entire home/apt,102,2,68,2021-11-13,1.54,4,255,11,67297/AL
24284932,Lisbon Metro & Pool Apartment,20060725,Marisa,Lisboa,Parque das Naes,38.7628,-9.10256,Entire home/apt,54,2,84,2021-12-06,1.91,1,176,1,68581/AL
24285488,Night on board in Belém and  tour on Tagus River,183171858,Paulo,Lisboa,Belm,38.69498,-9.20346,Entire home/apt,90,1,7,2021-10-04,0.16,1,178,1,Exempt
24285915,O Canto da Luisa,71192514,Ana,Lisboa,Santa Maria Maior,38.71164,-9.12802,Entire home/apt,40,3,58,2021-12-03,1.33,2,356,26,38242/AL
24294474,River View Center,5473143,Ana Catarina,Lisboa,Misericrdia,38.71262,-9.14998,Entire home/apt,45,2,105,2020-03-13,2.39,2,0,0,68737/AL
24299338,Apartamento 3E para 4 pessoas em Santos,139997561,Anabela,Lisboa,Estrela,38.70874,-9.15493,Entire home/apt,60,2,4,2021-10-20,0.10,6,348,1,54352/AL
24303769,Outsite | Sunny Room + Terrace + Coworking,159355723,Outsite,Lisboa,Misericrdia,38.7094,-9.14627,Private room,55,1,20,2021-07-15,0.49,9,361,1,18635AL
24305658,Cozy bedroom in renovated flat (no window),147760002,José,Lisboa,So Vicente,38.71798,-9.12427,Private room,19,5,13,2021-11-24,0.30,2,41,5,64556/AL
24309805,Frankie - The Jolly Van,183392759,António,Sintra,Agualva e Mira-Sintra,38.76688,-9.2859,Entire home/apt,180,3,1,2018-08-19,0.02,1,364,0,Exempt
24310125,Bica-Chiado Heart 2Bedrooms Flat,15826725,Anabela & Hugo,Lisboa,Misericrdia,38.70843,-9.14648,Entire home/apt,150,2,30,2019-07-25,0.68,19,0,0,69808/AL
24310858,Casas das Sardinhas,52484250,Ricardo,Lisboa,Santa Maria Maior,38.71404,-9.14054,Entire home/apt,65,1,114,2021-10-30,2.59,1,223,25,68555/AL
24310960,¡¡NEW¡¡  Marcos Portugal 91,108045041,Inês & Samuel,Lisboa,Misericrdia,38.71651,-9.1526,Entire home/apt,90,2,22,2019-08-24,0.51,3,345,0,33796/AL
24316947,Designer Apartment with 180-degree River and City Views,15650326,Maria & Silvio,Lisboa,Santa Maria Maior,38.7124,-9.1251,Entire home/apt,160,4,36,2019-12-29,0.81,1,1,0,68954/AL
24321124,TravelingToLisbon 321 - Baixa,140893245,TravelingToLisbon,Lisboa,Santa Maria Maior,38.71147,-9.13451,Entire home/apt,80,1,0,,,46,250,0,38118/AL
24321993,"Luxurious Penthouse With Private Pool
Near Oriente",32734948,Ricardo,Lisboa,Parque das Naes,38.77859,-9.09703,Entire home/apt,400,3,9,2020-03-15,0.20,1,67,0,Exempt
24323607,Historical Gem in Santa Catarina,17163789,Gem,Lisboa,Misericrdia,38.71113,-9.15137,Entire home/apt,100,1,57,2021-12-01,1.32,16,361,6,66777/AL
24325040,Heavenly Haven In Ancient Heart Of Lisbon,7610653,Fabíola And António,Lisboa,Santa Maria Maior,38.71656,-9.13503,Entire home/apt,157,3,46,2021-11-07,1.04,9,149,10,66699/AL
24325293,"Rozier Red Duplex Apartment, Graça, Lisbon",22192546,Madalena,Lisboa,So Vicente,38.72107,-9.12476,Entire home/apt,82,2,31,2021-11-28,0.71,57,289,3,73220/AL
24328122,Family-Friendly Villa in Sintra Surrounded by Nature,183549119,Teresa + Rui,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.79113,-9.36272,Entire home/apt,398,5,10,2021-10-28,0.25,1,292,3,68541/AL
24332230,NEW Lisbon Rouge appartment in the downtown (A/C),183584180,Jurate,Lisboa,Misericrdia,38.70648,-9.14303,Entire home/apt,108,2,121,2021-11-25,2.75,1,347,25,69252/AL
24332809,Picasso Apartment,183588457,Picasso,Lisboa,Estrela,38.70642,-9.16236,Entire home/apt,54,2,35,2021-10-22,0.80,1,313,4,66046/AL
24334081,Vintage Store Apartment (C77),143701949,BmyGuest Short Term Rental -,Lisboa,Misericrdia,38.70974,-9.15162,Entire home/apt,71,1,9,2021-11-15,0.21,39,0,5,61538/AL
24337672,Quarto Dili,183639174,Henrique,Cascais,Carcavelos e Parede,38.69505,-9.35161,Private room,50,3,4,2019-07-10,0.10,1,364,0,Exempt
24341748,RENTAL POOL VILLA CASCAIS SINTRA ERICEIR PORTUGAL,141096237,Garvetur SA,Sintra,So Joo das Lampas e Terrugem,38.90848,-9.4081,Entire home/apt,155,7,0,,,1,175,0,64598/AL
24343723,Bairro Alto Large 3 Bedroom Apartment,23944253,Emily,Lisboa,Misericrdia,38.71524,-9.14606,Entire home/apt,130,2,1,2018-05-11,0.02,2,280,0,68092/AL
24344214,12 Double Room,17733765,Maria,Lisboa,Penha de Frana,38.73198,-9.13115,Private room,51,2,25,2021-10-12,0.58,24,273,5,58343/AL
24347317,Blue Ocean,113534482,Sofia,Mafra,Ericeira,38.96378,-9.41587,Entire home/apt,60,1,120,2020-10-01,2.71,5,38,0,Exempt
24347557,Mafra Guest House - Quádruplo,183712322,Eduardo,Mafra,Mafra,38.9412,-9.33027,Private room,79,1,0,,,5,312,0,94666/AL
24347778,Studio & Garden (67658/AL),183714067,José,Lisboa,Lumiar,38.75761,-9.16788,Entire home/apt,60,3,20,2021-11-22,0.46,1,350,4,67658/AL
24348069,Sintra Casa do Pego beach villa,4506583,Gonzalo,Sintra,Colares,38.80808,-9.4735,Entire home/apt,200,5,11,2019-09-16,0.26,2,0,0,65121/AL
24348311,Bica Ropers Suite,3250665,The Blue House,Lisboa,Misericrdia,38.70953,-9.1485,Entire home/apt,43,2,122,2021-11-24,2.76,12,330,8,84135/AL
24353332,BRIGHT AND SPACIOUS -- FRONT RIVER VIEW,64613320,Madragoa,Lisboa,Estrela,38.70877,-9.15426,Entire home/apt,50,4,64,2021-10-31,1.46,17,146,5,AL84547
24354858,Hidden Gem in Principe Real,157141527,Nest@Lisbon,Lisboa,Misericrdia,38.71485,-9.15226,Entire home/apt,126,2,27,2021-09-23,0.69,17,349,11,65736/AL
24355563,St Christopher Apart Lisbon Historic Center Alfama,183773664,Margarida,Lisboa,Santa Maria Maior,38.7138,-9.13504,Entire home/apt,76,2,144,2021-12-04,3.29,3,160,36,68786/AL
24357686,Saint Mary Apart Lisbon Historic Center Alfama,183773664,Margarida,Lisboa,Santa Maria Maior,38.71272,-9.13532,Entire home/apt,77,2,145,2021-12-01,3.33,3,187,25,68786/AL
